scan loop image frame stagePos time timeStamp exposureTime kineticCycleTime temperature unstabalizedTemperature baseline baselineOffset mcp gain preamplifierGain outputAmplifier averagingFilterMode averagingFactor nioseFilster threshold detectionWavelength 
33 1 16 0 1.056250E+2 1441462139 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 17 0 1.056400E+2 1441462201 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 18 0 1.056550E+2 1441462263 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 19 0 1.056700E+2 1441462326 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 1 0 1.054000E+2 1441461205 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 20 0 1.056850E+2 1441462388 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 21 0 1.057000E+2 1441462450 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 22 0 1.057150E+2 1441462513 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 23 0 1.057300E+2 1441462575 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 24 0 1.057450E+2 1441462637 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 25 0 1.057600E+2 1441462699 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 26 0 1.057750E+2 1441462761 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 27 0 1.057900E+2 1441462824 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 28 0 1.058050E+2 1441462886 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 29 0 1.058200E+2 1441462948 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 2 0 1.054150E+2 1441461268 0 60 60.1257 -90.65 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 30 0 1.058350E+2 1441463010 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 31 0 1.058500E+2 1441463073 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 32 0 1.058650E+2 1441463135 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 33 0 1.058800E+2 1441463197 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 34 0 1.058950E+2 1441463259 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 35 0 1.059100E+2 1441463321 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 36 0 1.059250E+2 1441463384 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 37 0 1.059400E+2 1441463446 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 3 0 1.054300E+2 1441461330 0 60 60.1257 -89.94 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 4 0 1.054450E+2 1441461392 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 5 0 1.054600E+2 1441461454 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 6 0 1.054750E+2 1441461516 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 7 0 1.054900E+2 1441461579 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 8 0 1.055050E+2 1441461641 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 1 9 0 1.055200E+2 1441461703 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 10 0 1.055350E+2 1441464069 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 11 0 1.055500E+2 1441464131 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 12 0 1.055650E+2 1441464193 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 13 0 1.055800E+2 1441464256 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 14 0 1.055950E+2 1441464318 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 15 0 1.056100E+2 1441464380 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 16 0 1.056250E+2 1441464442 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 17 0 1.056400E+2 1441464504 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 18 0 1.056550E+2 1441464567 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 19 0 1.056700E+2 1441464629 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 1 0 1.054000E+2 1441463509 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 20 0 1.056850E+2 1441464691 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 21 0 1.057000E+2 1441464753 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 22 0 1.057150E+2 1441464815 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 23 0 1.057300E+2 1441464878 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 24 0 1.057450E+2 1441464940 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 25 0 1.057600E+2 1441465002 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 26 0 1.057750E+2 1441465065 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 27 0 1.057900E+2 1441465127 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 28 0 1.058050E+2 1441465189 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 29 0 1.058200E+2 1441465251 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 2 0 1.054150E+2 1441463571 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 30 0 1.058350E+2 1441465314 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 31 0 1.058500E+2 1441465376 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 32 0 1.058650E+2 1441465439 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 33 0 1.058800E+2 1441465501 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 34 0 1.058950E+2 1441465563 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 35 0 1.059100E+2 1441465625 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 36 0 1.059250E+2 1441465688 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 37 0 1.059400E+2 1441465750 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 3 0 1.054300E+2 1441463633 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 4 0 1.054450E+2 1441463696 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 5 0 1.054600E+2 1441463758 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 6 0 1.054750E+2 1441463820 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 7 0 1.054900E+2 1441463882 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 8 0 1.055050E+2 1441463944 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 2 9 0 1.055200E+2 1441464007 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 10 0 1.055350E+2 1441466373 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 11 0 1.055500E+2 1441466435 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 12 0 1.055650E+2 1441466497 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 13 0 1.055800E+2 1441466560 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 14 0 1.055950E+2 1441466622 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 15 0 1.056100E+2 1441466684 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 16 0 1.056250E+2 1441466746 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 17 0 1.056400E+2 1441466809 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 18 0 1.056550E+2 1441466871 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 19 0 1.056700E+2 1441466933 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 1 0 1.054000E+2 1441465812 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 20 0 1.056850E+2 1441466996 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 21 0 1.057000E+2 1441467058 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 22 0 1.057150E+2 1441467120 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 23 0 1.057300E+2 1441467183 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 24 0 1.057450E+2 1441467245 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 25 0 1.057600E+2 1441467308 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 26 0 1.057750E+2 1441467370 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 27 0 1.057900E+2 1441467432 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 28 0 1.058050E+2 1441467494 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 29 0 1.058200E+2 1441467557 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 2 0 1.054150E+2 1441465875 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 30 0 1.058350E+2 1441467619 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 31 0 1.058500E+2 1441467681 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 32 0 1.058650E+2 1441467743 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 33 0 1.058800E+2 1441467806 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 34 0 1.058950E+2 1441467868 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 35 0 1.059100E+2 1441467930 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 36 0 1.059250E+2 1441467993 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 37 0 1.059400E+2 1441468055 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 3 0 1.054300E+2 1441465937 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 4 0 1.054450E+2 1441465999 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 5 0 1.054600E+2 1441466062 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 6 0 1.054750E+2 1441466124 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 7 0 1.054900E+2 1441466186 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 8 0 1.055050E+2 1441466248 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 3 9 0 1.055200E+2 1441466310 0 60 60.1257 -89.7 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 10 0 1.055350E+2 1441468678 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 11 0 1.055500E+2 1441468740 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 12 0 1.055650E+2 1441468803 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 13 0 1.055800E+2 1441468865 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 14 0 1.055950E+2 1441468927 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 15 0 1.056100E+2 1441468989 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 16 0 1.056250E+2 1441469051 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 17 0 1.056400E+2 1441469114 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 18 0 1.056550E+2 1441469176 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 19 0 1.056700E+2 1441469238 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 1 0 1.054000E+2 1441468118 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 20 0 1.056850E+2 1441469300 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 21 0 1.057000E+2 1441469363 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 22 0 1.057150E+2 1441469425 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 23 0 1.057300E+2 1441469487 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 24 0 1.057450E+2 1441469549 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 25 0 1.057600E+2 1441469612 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 26 0 1.057750E+2 1441469674 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 27 0 1.057900E+2 1441469736 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 28 0 1.058050E+2 1441469798 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 29 0 1.058200E+2 1441469861 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 2 0 1.054150E+2 1441468180 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 30 0 1.058350E+2 1441469923 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 31 0 1.058500E+2 1441469985 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 32 0 1.058650E+2 1441470048 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 33 0 1.058800E+2 1441470110 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 34 0 1.058950E+2 1441470172 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 35 0 1.059100E+2 1441470234 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 36 0 1.059250E+2 1441470297 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 37 0 1.059400E+2 1441470359 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 3 0 1.054300E+2 1441468242 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 4 0 1.054450E+2 1441468304 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 5 0 1.054600E+2 1441468367 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 6 0 1.054750E+2 1441468429 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 7 0 1.054900E+2 1441468491 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 8 0 1.055050E+2 1441468554 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
33 4 9 0 1.055200E+2 1441468616 0 60 60.1257 -89.78 -999 0 0 0 1000 0 0 1 0 0 0 0  
